City_ID,City,Lat,Lng,Max Temp,Weather Description,Rain,Snow,Humidity,Cloudiness,Wind Speed,Country,Date
240,Uspenskaya,45.76,41.07,62.31,scattered clouds,0.0,0,64,36,8.99,RU,2020-06-19 01:48:33
241,Kisanga,-7.44,37.7,69.75,broken clouds,0.0,0,84,69,1.86,TZ,2020-06-19 01:48:33
242,Chernyshevskiy,63.01,112.47,60.21,overcast clouds,0.0,0,60,91,2.1,RU,2020-06-19 01:48:33
243,Los Llanos De Aridane,28.66,-17.92,71.6,scattered clouds,0.0,0,78,40,12.75,ES,2020-06-19 01:48:34
244,Yar-Sale,66.83,70.83,40.95,overcast clouds,0.0,0,71,87,12.28,RU,2020-06-19 01:48:34
245,Buraydah,26.33,43.98,77.0,overcast clouds,0.0,0,31,90,4.7,SA,2020-06-19 01:45:36
246,Behbahan,30.6,50.24,75.2,clear sky,0.0,0,22,0,1.72,IR,2020-06-19 01:48:34
247,Oranjemund,-28.55,16.43,68.56,clear sky,0.0,0,31,0,12.95,NA,2020-06-19 01:48:34
248,Atherton,53.52,-2.49,57.0,scattered clouds,0.0,0,87,50,3.0,GB,2020-06-19 01:48:35
249,Touros,-5.2,-35.46,71.6,shower rain,0.0,0,100,75,3.36,BR,2020-06-19 01:48:35
250,Nuuk,64.18,-51.72,35.6,overcast clouds,0.0,0,93,100,8.05,GL,2020-06-19 01:48:35
251,Coahuayana,18.73,-103.68,79.36,few clouds,0.0,0,67,17,2.93,MX,2020-06-19 01:48:35
252,Awbari,26.59,12.78,77.77,clear sky,0.0,0,17,0,9.57,LY,2020-06-19 01:48:35
253,Woodward,36.43,-99.39,91.4,clear sky,0.0,0,43,1,17.22,US,2020-06-19 01:48:35
254,Rantauprapat,2.1,99.83,79.23,overcast clouds,0.0,0,71,92,0.81,ID,2020-06-19 01:48:36
255,Raga,8.46,25.68,69.42,scattered clouds,0.0,0,94,27,4.99,SS,2020-06-19 01:48:36
256,Lorengau,-2.02,147.27,83.66,moderate rain,1.31,0,77,5,6.91,PG,2020-06-19 01:48:36
257,Esil,51.96,66.4,52.2,clear sky,0.0,0,59,0,11.14,KZ,2020-06-19 01:48:36
258,Anchorage,61.22,-149.9,66.2,overcast clouds,0.0,0,48,90,4.7,US,2020-06-19 01:45:03
259,Alice Springs,-23.7,133.88,68.0,clear sky,0.0,0,42,0,1.12,AU,2020-06-19 01:43:57
260,Meadow Lake,34.8,-106.54,87.8,smoke,0.0,0,7,20,9.17,US,2020-06-19 01:46:07
261,Nhulunbuy,-12.23,136.77,81.77,overcast clouds,0.0,0,65,95,17.85,AU,2020-06-19 01:48:37
262,Egvekinot,66.32,-179.17,63.03,clear sky,0.0,0,34,0,0.69,RU,2020-06-19 01:48:37
263,Ormond Beach,29.29,-81.06,81.0,broken clouds,0.0,0,83,75,8.05,US,2020-06-19 01:45:09
264,Mount Gambier,-37.83,140.77,55.4,scattered clouds,0.0,0,66,25,16.11,AU,2020-06-19 01:45:39
265,Saint George,37.1,-113.58,90.0,clear sky,0.0,0,9,1,11.41,US,2020-06-19 01:45:21
266,Rocha,-34.48,-54.33,53.46,overcast clouds,0.0,0,79,86,8.7,UY,2020-06-19 01:48:38
267,Lubango,-14.92,13.49,49.46,clear sky,0.0,0,61,1,4.97,AO,2020-06-19 01:48:38
268,Russell,32.35,-85.2,82.4,overcast clouds,0.0,0,78,90,3.0,US,2020-06-19 01:48:38
269,Saint-Georges,12.06,-61.75,80.6,few clouds,0.0,0,88,20,10.29,GD,2020-06-19 01:48:39
270,Pytalovo,57.07,27.91,63.97,scattered clouds,0.0,0,93,34,3.96,RU,2020-06-19 01:48:39
271,Havelock,34.88,-76.9,75.99,clear sky,0.0,0,85,0,5.91,US,2020-06-19 01:46:18
272,Leningradskiy,69.38,178.42,45.66,clear sky,0.0,0,59,0,7.74,RU,2020-06-19 01:48:39
273,Narsaq,60.92,-46.05,41.0,overcast clouds,0.0,0,79,99,6.93,GL,2020-06-19 01:48:39
274,Ancud,-41.87,-73.82,48.99,broken clouds,0.0,0,93,75,11.41,CL,2020-06-19 01:48:40
275,Walvis Bay,-22.96,14.51,73.08,clear sky,0.0,0,29,0,17.18,NA,2020-06-19 01:48:40
276,Kokkola,63.84,23.13,57.2,overcast clouds,0.0,0,93,90,4.7,FI,2020-06-19 01:48:40
277,Bambous Virieux,-20.34,57.76,71.6,shower rain,0.0,0,68,75,13.87,MU,2020-06-19 01:48:40
278,Beruwala,6.48,79.98,83.37,light rain,0.12,0,82,17,10.4,LK,2020-06-19 01:48:40
279,Victoria,22.29,114.16,89.01,broken clouds,0.0,0,62,66,10.0,HK,2020-06-19 01:45:24
280,Praia Da Vitoria,38.73,-27.07,62.6,few clouds,0.0,0,82,20,6.2,PT,2020-06-19 01:48:41
281,Linxia,35.6,103.21,71.87,scattered clouds,0.0,0,41,27,3.42,CN,2020-06-19 01:48:41
282,Dalianwan,39.03,121.69,80.6,clear sky,0.0,0,54,3,6.71,CN,2020-06-19 01:48:41
283,Garissa,-0.45,39.64,74.79,scattered clouds,0.0,0,75,35,17.02,KE,2020-06-19 01:48:42
284,Okha,53.57,142.95,40.15,light rain,0.13,0,96,100,9.44,RU,2020-06-19 01:48:42
285,Geraldton,-28.77,114.6,55.4,clear sky,0.0,0,76,0,6.93,AU,2020-06-19 01:48:42
286,Jasper,37.2,-94.35,82.99,clear sky,0.0,0,54,1,6.93,US,2020-06-19 01:46:03
287,Bahia Blanca,-38.72,-62.27,53.6,few clouds,0.0,0,48,12,16.55,AR,2020-06-19 01:48:42
288,Marsabit,2.33,37.99,62.74,overcast clouds,0.0,0,94,98,18.77,KE,2020-06-19 01:48:43
289,Novyy Urengoy,66.08,76.63,44.85,clear sky,0.0,0,58,0,10.6,RU,2020-06-19 01:48:43
290,Goderich,43.75,-81.72,66.99,clear sky,0.0,0,68,0,9.91,CA,2020-06-19 01:48:43
291,Juru,5.31,100.44,82.4,few clouds,0.0,0,83,20,3.36,MY,2020-06-19 01:45:50
292,Clarence Town,-32.58,151.78,64.0,few clouds,0.0,0,72,20,5.82,AU,2020-06-19 01:48:43
293,Kavieng,-2.57,150.8,85.46,clear sky,0.0,0,64,2,1.57,PG,2020-06-19 01:45:31
294,Meulaboh,4.14,96.13,82.69,few clouds,0.0,0,71,11,4.85,ID,2020-06-19 01:48:44
295,Muroto,33.28,134.15,71.6,light intensity shower rain,0.0,0,100,75,2.24,JP,2020-06-19 01:48:44
296,Bilibino,68.05,166.44,77.68,clear sky,0.0,0,21,0,11.03,RU,2020-06-19 01:48:44
297,Gat,31.61,34.76,69.01,scattered clouds,0.0,0,82,38,6.49,IL,2020-06-19 01:47:02
298,Rawson,-43.3,-65.1,53.53,clear sky,0.0,0,49,0,23.76,AR,2020-06-19 01:48:45
299,Sitka,57.05,-135.33,53.6,mist,0.0,0,93,90,8.05,US,2020-06-19 01:48:45
300,Ossora,59.24,163.07,60.1,clear sky,0.0,0,64,6,7.4,RU,2020-06-19 01:48:45
301,Aklavik,68.22,-135.01,64.4,scattered clouds,0.0,0,55,40,8.05,CA,2020-06-19 01:48:46
302,Ormara,25.21,64.64,83.8,scattered clouds,0.0,0,82,45,5.93,PK,2020-06-19 01:48:46
303,Devonport,-41.17,146.35,57.0,overcast clouds,0.0,0,96,100,4.14,AU,2020-06-19 01:48:46
304,Snezhnogorsk,69.19,33.25,44.6,broken clouds,0.0,0,93,75,4.47,RU,2020-06-19 01:48:46
305,Charagua,-19.8,-63.22,61.47,clear sky,0.0,0,69,3,3.13,BO,2020-06-19 01:48:46
306,Soanierana Ivongo,-16.92,49.58,67.77,light rain,0.28,0,87,99,10.09,MG,2020-06-19 01:48:47
307,Rovenki,48.08,39.38,66.51,overcast clouds,0.0,0,55,99,9.26,UA,2020-06-19 01:48:47
308,Townsville,-19.25,146.8,77.0,few clouds,0.0,0,57,20,17.22,AU,2020-06-19 01:48:47
309,Peniche,39.36,-9.38,62.01,clear sky,0.0,0,84,0,7.0,PT,2020-06-19 01:48:47
310,Ilulissat,69.22,-51.1,35.6,scattered clouds,0.0,0,93,36,4.7,GL,2020-06-19 01:48:48
311,Talaya,61.38,152.75,70.92,broken clouds,0.0,0,37,80,10.29,RU,2020-06-19 01:48:48
312,Christchurch,-43.53,172.63,46.0,light rain,0.25,0,100,100,12.75,NZ,2020-06-19 01:45:45
313,Moron,-34.65,-58.62,57.99,scattered clouds,0.0,0,86,34,4.63,AR,2020-06-19 01:48:48
314,Neiafu,-18.65,-173.98,78.8,few clouds,0.0,0,65,20,9.17,TO,2020-06-19 01:48:48
315,Kahului,20.89,-156.47,87.8,few clouds,0.0,0,52,20,21.92,US,2020-06-19 01:48:49
316,Drexel Heights,32.14,-111.03,97.0,clear sky,0.0,0,3,1,12.75,US,2020-06-19 01:48:49
317,Senj,44.99,14.91,66.2,few clouds,0.0,0,77,20,5.82,HR,2020-06-19 01:48:49
318,Wuda,39.5,106.71,87.46,few clouds,0.0,0,20,20,11.65,CN,2020-06-19 01:48:49
319,Yerofey Pavlovich,53.97,121.97,52.84,overcast clouds,0.0,0,92,100,9.17,RU,2020-06-19 01:48:49
320,Dicabisagan,17.08,122.42,87.98,clear sky,0.0,0,65,0,7.54,PH,2020-06-19 01:48:50
321,Dawei,14.08,98.2,81.23,moderate rain,1.12,0,80,100,2.39,MM,2020-06-19 01:48:50
322,Riyadh,24.69,46.72,82.4,clear sky,0.0,0,15,0,8.05,SA,2020-06-19 01:48:02
323,Tahoua,14.89,5.27,87.8,broken clouds,0.0,0,48,81,6.93,NE,2020-06-19 01:48:50
324,Ivanovskaya,55.28,39.12,64.4,clear sky,0.0,0,93,5,6.71,RU,2020-06-19 01:48:51
325,Paka,4.64,103.44,83.46,overcast clouds,0.0,0,71,100,3.49,MY,2020-06-19 01:48:51
326,Erenhot,43.65,111.98,78.12,clear sky,0.0,0,31,0,11.39,CN,2020-06-19 01:48:51
327,Cabo San Lucas,22.89,-109.91,87.8,clear sky,0.0,0,27,5,18.34,MX,2020-06-19 01:45:10
328,Puerto Colombia,10.99,-74.95,82.4,smoke,0.0,0,83,75,9.17,CO,2020-06-19 01:48:52
329,Luderitz,-26.65,15.16,69.8,clear sky,0.0,0,29,0,5.82,NA,2020-06-19 01:48:52
330,Usinsk,65.99,57.53,45.41,overcast clouds,0.0,0,58,96,16.96,RU,2020-06-19 01:48:52
331,Muravlenko,63.79,74.52,43.83,clear sky,0.0,0,60,0,15.37,RU,2020-06-19 01:48:52
332,Mitsamiouli,-11.38,43.28,77.74,clear sky,0.0,0,62,0,11.07,KM,2020-06-19 01:48:52
333,Esperance,-33.87,121.9,51.8,scattered clouds,0.0,0,100,40,11.41,AU,2020-06-19 01:48:53
334,Pangnirtung,66.15,-65.71,38.07,overcast clouds,0.0,0,76,98,1.79,CA,2020-06-19 01:45:34
335,Atlantic City,39.36,-74.42,69.8,overcast clouds,0.0,0,83,90,3.36,US,2020-06-19 01:48:53
336,Balkhash,46.84,74.98,69.8,clear sky,0.0,0,64,0,11.18,KZ,2020-06-19 01:48:54
337,Severnyy,50.68,36.55,68.0,overcast clouds,0.0,0,72,88,8.95,RU,2020-06-19 01:48:54
338,Carutapera,-1.2,-46.02,74.52,overcast clouds,0.0,0,92,100,6.6,BR,2020-06-19 01:48:54
339,Te Anau,-45.42,167.72,44.87,clear sky,0.0,0,60,0,0.89,NZ,2020-06-19 01:48:54
340,Port Lincoln,-34.73,135.87,61.57,clear sky,0.0,0,63,1,18.12,AU,2020-06-19 01:48:55
341,Chumikan,54.72,135.31,42.12,overcast clouds,0.0,0,90,100,6.96,RU,2020-06-19 01:48:55
342,Namibe,-15.2,12.15,71.37,clear sky,0.0,0,57,0,4.56,AO,2020-06-19 01:48:55
343,Sobinka,55.99,40.01,59.04,clear sky,0.0,0,94,6,5.61,RU,2020-06-19 01:48:55
344,Cabog,15.32,121.37,88.32,few clouds,0.0,0,63,18,5.37,PH,2020-06-19 01:48:55
345,Keetmanshoop,-26.58,18.13,57.2,clear sky,0.0,0,33,0,12.75,NA,2020-06-19 01:48:55
346,Pekalongan,-6.89,109.68,66.99,overcast clouds,0.0,0,54,95,2.17,ID,2020-06-19 01:48:56
347,Uruzgan,32.83,66.0,71.33,clear sky,0.0,0,23,0,8.01,AF,2020-06-19 01:48:56
348,Challapata,-18.9,-66.77,38.34,clear sky,0.0,0,54,0,1.95,BO,2020-06-19 01:48:56
349,Jacareacanga,-6.22,-57.75,78.91,overcast clouds,0.0,0,70,99,1.66,BR,2020-06-19 01:48:57
350,Odweyne,9.41,45.06,70.97,overcast clouds,0.0,0,62,97,14.2,SO,2020-06-19 01:48:57
351,Puerto Lopez,4.08,-72.96,72.05,overcast clouds,0.0,0,93,92,2.68,CO,2020-06-19 01:48:57
352,Kismayo,-0.36,42.55,76.03,light rain,0.2,0,87,53,12.95,SO,2020-06-19 01:48:57
353,Olafsvik,64.89,-23.71,48.15,overcast clouds,0.0,0,79,99,13.71,IS,2020-06-19 01:48:58
354,Mercedes,-34.65,-59.43,51.01,few clouds,0.0,0,94,15,6.06,AR,2020-06-19 01:48:58
355,Muskegon,43.3,-86.13,77.0,clear sky,0.0,0,53,1,5.68,US,2020-06-19 01:48:58
356,Pacifica,37.61,-122.49,80.6,haze,0.0,0,82,1,8.05,US,2020-06-19 01:47:40
357,Corozal,9.32,-75.29,76.51,moderate rain,1.37,0,93,86,7.52,CO,2020-06-19 01:48:58
358,Georgiyevskoye,58.73,45.02,52.41,scattered clouds,0.0,0,79,43,4.23,RU,2020-06-19 01:48:58
359,Hearst,49.68,-83.67,69.24,clear sky,0.0,0,57,0,6.6,CA,2020-06-19 01:48:59
360,Karratha,-20.74,116.85,80.71,clear sky,0.0,0,37,0,11.77,AU,2020-06-19 01:48:59
361,Bambanglipuro,-7.95,110.28,82.27,scattered clouds,0.0,0,76,28,15.99,ID,2020-06-19 01:48:59
362,Brae,60.4,-1.35,50.0,mist,0.0,0,100,100,10.29,GB,2020-06-19 01:48:59
363,Beira,-19.84,34.84,64.4,broken clouds,0.0,0,93,75,10.29,MZ,2020-06-19 01:49:00
364,Kulhudhuffushi,6.62,73.07,84.24,broken clouds,0.0,0,77,63,12.3,MV,2020-06-19 01:49:00
365,El Dorado,33.21,-92.67,82.4,clear sky,0.0,0,65,1,4.7,US,2020-06-19 01:49:00
366,Digha,21.68,87.55,86.77,light rain,0.25,0,70,100,11.1,IN,2020-06-19 01:49:00
367,Monze,-16.28,27.48,49.01,clear sky,0.0,0,71,1,5.7,ZM,2020-06-19 01:49:01
368,Kolpashevo,58.31,82.91,43.84,light rain,0.22,0,95,100,11.39,RU,2020-06-19 01:49:01
369,Noumea,-22.28,166.46,78.8,broken clouds,0.0,0,57,75,13.87,NC,2020-06-19 01:49:01
370,Xinyang,32.12,114.07,79.38,scattered clouds,0.0,0,68,30,4.9,CN,2020-06-19 01:49:01
371,Lagoa,39.05,-27.98,63.91,clear sky,0.0,0,90,0,12.95,PT,2020-06-19 01:49:02
372,Emerald,-23.53,148.17,71.6,scattered clouds,0.0,0,56,40,14.99,AU,2020-06-19 01:49:02
373,Katsuura,35.13,140.3,68.0,light intensity shower rain,0.0,0,94,75,13.87,JP,2020-06-19 01:49:02
374,Port Blair,11.67,92.75,84.42,overcast clouds,0.0,0,79,99,12.86,IN,2020-06-19 01:49:02
375,Sitges,41.24,1.81,66.0,scattered clouds,0.0,0,78,27,5.75,ES,2020-06-19 01:49:03
376,Namatanai,-3.67,152.43,84.76,light rain,0.44,0,72,21,1.59,PG,2020-06-19 01:49:03
377,Grao Mogol,-16.56,-42.89,56.86,clear sky,0.0,0,95,7,3.67,BR,2020-06-19 01:49:03
378,Tual,-5.67,132.75,81.39,clear sky,0.0,0,82,8,20.0,ID,2020-06-19 01:49:03
379,Oranjestad,12.52,-70.03,82.4,few clouds,0.0,0,74,20,20.8,AW,2020-06-19 01:46:20
380,Sandnessjoen,66.02,12.63,48.2,broken clouds,0.0,0,100,60,3.36,NO,2020-06-19 01:49:04
381,Kapuskasing,49.42,-82.43,78.8,clear sky,0.0,0,39,5,9.17,CA,2020-06-19 01:49:04
382,Pacific Grove,36.62,-121.92,71.6,clear sky,0.0,0,49,1,5.82,US,2020-06-19 01:49:04
383,Salym,60.06,71.48,46.53,clear sky,0.0,0,56,0,8.75,RU,2020-06-19 01:45:37
384,Pedernales,18.04,-71.74,80.89,overcast clouds,0.0,0,70,98,7.96,DO,2020-06-19 01:49:04
385,Vila Velha,-20.33,-40.29,66.99,clear sky,0.0,0,93,2,4.74,BR,2020-06-19 01:49:05
386,Tingo Maria,-9.29,-76.01,69.76,clear sky,0.0,0,84,2,1.68,PE,2020-06-19 01:49:05
387,Balezino,57.98,53.01,50.92,few clouds,0.0,0,72,11,1.5,RU,2020-06-19 01:49:05
388,Barabinsk,55.36,78.36,49.14,clear sky,0.0,0,79,0,11.7,RU,2020-06-19 01:49:05
389,Concepcion Del Uruguay,-32.48,-58.24,52.0,overcast clouds,0.0,0,94,100,5.01,AR,2020-06-19 01:49:05
390,Lata,40.16,-8.33,60.01,clear sky,0.0,0,89,9,4.0,PT,2020-06-19 01:49:06
391,Strezhevoy,60.73,77.59,46.4,overcast clouds,0.0,0,65,88,8.95,RU,2020-06-19 01:49:06
392,Yacuiba,-22.04,-63.68,59.79,clear sky,0.0,0,62,0,3.24,BO,2020-06-19 01:49:06
393,Trinidad,-14.83,-64.9,74.3,scattered clouds,0.0,0,78,41,2.28,BO,2020-06-19 01:49:06
394,Pires Do Rio,-17.3,-48.28,60.66,overcast clouds,0.0,0,84,90,2.24,BR,2020-06-19 01:49:07
395,Ponta Delgada,37.73,-25.67,64.4,broken clouds,0.0,0,72,75,2.24,PT,2020-06-19 01:49:07
396,Virginia Beach,36.85,-75.98,73.0,scattered clouds,0.0,0,83,40,5.82,US,2020-06-19 01:48:34
397,Taloqan,36.74,69.53,78.15,clear sky,0.0,0,17,0,2.89,AF,2020-06-19 01:49:07
398,Kangaatsiaq,68.31,-53.46,37.13,clear sky,0.0,0,88,2,10.87,GL,2020-06-19 01:46:58
399,Excelsior Springs,39.34,-94.23,82.4,clear sky,0.0,0,51,1,5.82,US,2020-06-19 01:49:08
400,Pontianak,-0.03,109.33,83.73,overcast clouds,0.0,0,75,100,2.55,ID,2020-06-19 01:49:08
401,Anadyr,64.75,177.48,69.8,few clouds,0.0,0,28,20,11.18,RU,2020-06-19 01:49:08
402,Aasiaat,68.71,-52.87,33.75,clear sky,0.0,0,91,7,5.73,GL,2020-06-19 01:49:09
403,Iskateley,67.68,53.15,50.09,overcast clouds,0.0,0,70,100,11.97,RU,2020-06-19 01:49:09
404,Laguna,38.42,-121.42,96.01,clear sky,0.0,0,10,1,5.82,US,2020-06-19 01:45:56
405,Lang Suan,9.95,99.08,78.8,few clouds,0.0,0,94,20,1.12,TH,2020-06-19 01:49:09
406,Nome,64.5,-165.41,64.99,scattered clouds,0.0,0,81,40,6.93,US,2020-06-19 01:49:09
407,Wanning,18.8,110.4,85.87,light rain,0.25,0,77,96,11.45,CN,2020-06-19 01:49:10
408,Asau,46.43,26.4,61.0,broken clouds,0.0,0,97,77,3.71,RO,2020-06-19 01:49:10
409,Oussouye,12.48,-16.55,82.4,broken clouds,0.0,0,94,75,4.7,SN,2020-06-19 01:49:10
410,Lasa,46.62,10.7,46.4,broken clouds,0.0,0,87,75,9.17,IT,2020-06-19 01:46:26
411,Mao,39.89,4.27,66.2,scattered clouds,0.0,0,88,28,10.29,ES,2020-06-19 01:49:11
412,Fare,-16.7,-151.02,81.41,light rain,0.49,0,76,31,6.91,PF,2020-06-19 01:49:11
413,Port Elizabeth,-33.92,25.57,50.0,clear sky,0.0,0,71,0,4.7,ZA,2020-06-19 01:49:11
414,Ulaangom,49.98,92.07,69.73,clear sky,0.0,0,32,0,7.09,MN,2020-06-19 01:49:11
415,Timizart,36.8,4.27,63.43,broken clouds,0.0,0,81,59,5.93,DZ,2020-06-19 01:49:11
416,Fortuna,40.6,-124.16,66.0,few clouds,0.0,0,82,20,13.87,US,2020-06-19 01:49:12
417,Aksu,41.12,80.26,73.08,overcast clouds,0.0,0,36,100,10.51,CN,2020-06-19 01:49:12
418,Nalut,30.33,10.85,80.53,clear sky,0.0,0,15,0,12.3,LY,2020-06-19 01:49:12
419,High Level,58.52,-117.14,75.2,few clouds,0.0,0,47,20,8.05,CA,2020-06-19 01:49:12
420,Metsavan,41.2,44.23,53.6,scattered clouds,0.0,0,87,40,8.05,AM,2020-06-19 01:49:12
421,Fairbanks,64.84,-147.72,75.2,broken clouds,0.0,0,27,75,3.36,US,2020-06-19 01:44:48
422,Ustka,54.58,16.86,60.62,clear sky,0.0,0,93,0,5.55,PL,2020-06-19 01:49:13
423,Dudinka,69.41,86.18,46.4,overcast clouds,0.0,0,65,100,15.66,RU,2020-06-19 01:49:13
424,Ahipara,-35.17,173.17,57.51,light rain,0.11,0,62,17,11.36,NZ,2020-06-19 01:49:13
425,Petropavlovsk-Kamchatskiy,53.05,158.65,48.2,broken clouds,0.0,0,87,75,6.71,RU,2020-06-19 01:49:13
426,Lipin Bor,60.26,37.98,60.31,light rain,0.51,0,95,26,9.33,RU,2020-06-19 01:49:14
427,Chake Chake,-5.25,39.77,77.83,clear sky,0.0,0,74,0,13.8,TZ,2020-06-19 01:49:14
428,Zadar,44.12,15.24,59.0,few clouds,0.0,0,100,20,4.7,HR,2020-06-19 01:49:14
429,Gambela,8.25,34.58,69.35,overcast clouds,0.0,0,92,100,2.44,ET,2020-06-19 01:49:14
430,Fruitvale,39.08,-108.5,80.6,clear sky,0.0,0,5,1,16.11,US,2020-06-19 01:49:15
431,Vagay,57.94,69.02,46.38,few clouds,0.0,0,56,20,8.52,RU,2020-06-19 01:49:15
432,Salinas,36.68,-121.66,71.6,clear sky,0.0,0,63,1,12.75,US,2020-06-19 01:44:51
433,Andenes,69.31,16.12,42.8,broken clouds,0.0,0,75,77,10.29,NO,2020-06-19 01:49:15
434,Cap Malheureux,-19.98,57.61,71.01,broken clouds,0.0,0,71,83,7.0,MU,2020-06-19 01:45:02
435,Bitung,1.45,125.18,87.8,few clouds,0.0,0,62,20,2.24,ID,2020-06-19 01:49:15
436,Tawang,27.58,91.87,59.63,moderate rain,1.45,0,79,100,0.27,IN,2020-06-19 01:49:16
437,Nchelenge,-9.35,28.73,57.63,few clouds,0.0,0,69,16,7.27,ZM,2020-06-19 01:49:16
438,Mana,5.66,-53.78,77.4,overcast clouds,0.0,0,86,100,7.11,GF,2020-06-19 01:46:29
439,Magadan,59.57,150.8,58.03,clear sky,0.0,0,68,3,7.25,RU,2020-06-19 01:49:16
440,Hobyo,5.35,48.53,78.31,scattered clouds,0.0,0,74,49,23.26,SO,2020-06-19 01:49:16
441,Port Macquarie,-31.43,152.92,64.99,scattered clouds,0.0,0,73,47,3.62,AU,2020-06-19 01:49:17
442,Dwarka,22.24,68.97,85.86,few clouds,0.0,0,77,16,12.53,IN,2020-06-19 01:49:17
443,Razdolnoye,43.55,131.92,69.8,broken clouds,0.0,0,68,75,4.47,RU,2020-06-19 01:49:17
444,Poso,-1.4,120.75,87.03,broken clouds,0.0,0,61,80,2.1,ID,2020-06-19 01:49:17
445,Shimoda,34.67,138.95,66.2,light intensity shower rain,0.0,0,93,75,19.46,JP,2020-06-19 01:49:17
446,Panama City,8.99,-79.52,80.6,light rain,0.58,0,83,97,6.93,PA,2020-06-19 01:48:45
447,Remuna,21.53,86.87,87.78,overcast clouds,0.0,0,62,88,9.15,IN,2020-06-19 01:49:18
448,Yarada,17.65,83.27,82.4,mist,0.0,0,78,75,4.7,IN,2020-06-19 01:49:18
449,Cabedelo,-6.98,-34.83,73.4,light rain,0.0,0,100,90,8.05,BR,2020-06-19 01:49:18
450,Vysokaya Gora,55.91,49.3,50.0,clear sky,0.0,0,76,0,3.18,RU,2020-06-19 01:49:18
451,Grand Forks,47.93,-97.03,66.2,scattered clouds,0.0,0,52,40,12.75,US,2020-06-19 01:49:19
452,Norrtalje,59.76,18.7,60.01,clear sky,0.0,0,93,0,3.36,SE,2020-06-19 01:49:19
453,Ambon,-3.7,128.18,81.0,light rain,0.0,0,94,75,5.82,ID,2020-06-19 01:45:13
454,Saint-Joseph,-21.37,55.62,69.8,broken clouds,0.0,0,64,64,17.22,RE,2020-06-19 01:49:19
455,Tadine,-21.55,167.88,72.91,light rain,0.56,0,79,62,15.84,NC,2020-06-19 01:49:20
456,Kloulklubed,7.04,134.26,84.2,shower rain,0.0,0,74,75,9.17,PW,2020-06-19 01:49:20
457,Valdez,1.25,-78.98,78.1,moderate rain,1.87,0,86,100,9.42,EC,2020-06-19 01:49:20
458,Araouane,18.9,-3.53,89.8,clear sky,0.0,0,41,4,20.87,ML,2020-06-19 01:49:20
459,Hargeysa,9.56,44.06,68.86,broken clouds,0.0,0,64,76,30.06,SO,2020-06-19 01:49:20
460,Chaykovskaya,58.13,55.54,41.0,clear sky,0.0,0,100,0,4.47,RU,2020-06-19 01:49:21
461,Rio Grande,-32.03,-52.1,59.0,overcast clouds,0.0,0,87,97,7.0,BR,2020-06-19 01:45:35
462,Khorixas,-20.37,14.97,55.67,clear sky,0.0,0,40,0,12.15,NA,2020-06-19 01:49:21
463,Umm Lajj,25.02,37.27,79.66,clear sky,0.0,0,53,0,4.99,SA,2020-06-19 01:49:21
464,Gazli,40.13,63.45,77.76,clear sky,0.0,0,17,0,8.84,UZ,2020-06-19 01:49:21
465,Mayya,61.73,130.28,71.6,clear sky,0.0,0,40,0,4.47,RU,2020-06-19 01:49:22
466,Honiara,-9.43,159.95,91.4,scattered clouds,0.0,0,66,40,8.05,SB,2020-06-19 01:49:22
467,Imeni Poliny Osipenko,52.42,136.49,55.36,overcast clouds,0.0,0,71,100,12.17,RU,2020-06-19 01:49:22
468,Cuamba,-14.8,36.54,59.07,clear sky,0.0,0,91,2,6.55,MZ,2020-06-19 01:49:22
469,Cockburn Town,21.46,-71.14,82.53,clear sky,0.0,0,80,1,18.68,TC,2020-06-19 01:49:22
470,San Quintin,30.48,-115.95,64.47,clear sky,0.0,0,69,0,9.13,MX,2020-06-19 01:49:22
471,Guerrero Negro,27.98,-114.06,65.23,clear sky,0.0,0,74,0,18.88,MX,2020-06-19 01:49:23
472,Halifax,44.65,-63.57,73.4,few clouds,0.0,0,56,20,9.17,CA,2020-06-19 01:44:29
473,Mirabad,30.44,61.84,81.43,clear sky,0.0,0,19,0,13.51,AF,2020-06-19 01:49:23
474,Vilyuysk,63.76,121.62,77.74,clear sky,0.0,0,50,0,1.97,RU,2020-06-19 01:49:23
475,Kampot,10.62,104.18,84.2,few clouds,0.0,0,79,20,2.24,KH,2020-06-19 01:49:23
476,Harper,4.38,-7.72,77.45,broken clouds,0.0,0,85,71,7.2,LR,2020-06-19 01:49:24
477,Hagere Hiywet,8.98,37.85,57.87,light rain,0.16,0,82,97,3.38,ET,2020-06-19 01:49:24
478,Dubbo,-32.25,148.62,59.0,scattered clouds,0.0,0,72,40,10.29,AU,2020-06-19 01:49:24
479,Tchollire,8.4,14.17,71.49,moderate rain,3.11,0,96,100,5.3,CM,2020-06-19 01:49:24
480,Shingu,33.73,135.98,69.8,mist,0.0,0,100,75,4.7,JP,2020-06-19 01:49:24
481,Ketchikan,55.34,-131.65,57.2,moderate rain,2.54,0,100,90,18.34,US,2020-06-19 01:49:24
482,Tombouctou,20.0,-3.0,94.82,few clouds,0.0,0,17,12,11.36,ML,2020-06-19 01:49:25
483,Kholodnyy,62.72,147.95,74.19,broken clouds,0.0,0,29,74,11.77,RU,2020-06-19 01:49:25
484,Grindavik,63.84,-22.43,48.2,broken clouds,0.0,0,93,75,17.22,IS,2020-06-19 01:49:25
